table_name,ordinal_position,column_name,data_type,is_nullable,column_default,primary_key_name,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column,column_description,table_description
referral,9,location_preference_details,character varying(300),YES,NULL,,NO,,,,,Details of the location preferences for this referral,Holds key informatoin regarding the referral as created by the placement officer
referral,10,has_location_restriction,boolean,NO,NULL,,NO,,,,,A boolean flag to indiciate that location restrictions are to be considered,Holds key informatoin regarding the referral as created by the placement officer
referral,11,location_restriction_details,character varying(300),YES,NULL,,NO,,,,,Details for the location restrictions expressed for the referral,Holds key informatoin regarding the referral as created by the placement officer
referral,12,additional_information,character varying(3000),YES,NULL,,NO,,,,,"Additional Information regarding the referral. For example, details about the childs needs or profile",Holds key informatoin regarding the referral as created by the placement officer
referral,13,referral_created_date,timestamp without time zone,YES,NULL,,NO,,,,,Date/time the referral was created in the source extract,Holds key informatoin regarding the referral as created by the placement officer
referral,14,referral_modified_date,timestamp without time zone,YES,NULL,,NO,,,,,Date/time the referral was last modified in the source extract,Holds key informatoin regarding the referral as created by the placement officer
referral,15,is_spot,boolean,NO,FALSE,,NO,,,,,NULL,Holds key informatoin regarding the referral as created by the placement officer
referral,16,referral_created_by,character varying(100),YES,NULL,,NO,,,,,User identifier that created the referral,Holds key informatoin regarding the referral as created by the placement officer
referral,17,referral_updated_by,character varying(100),YES,NULL,,NO,,,,,User identifier that last updated the referral,Holds key informatoin regarding the referral as created by the placement officer
referral,18,referral_status,character varying(50),YES,NULL,,NO,,,,,Current referral status supplied by the flattened referral extract,Holds key informatoin regarding the referral as created by the placement officer
referral,19,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Holds key informatoin regarding the referral as created by the placement officer
referral_category,1,referral_id,uuid,NO,NULL,pk_referral_category,YES,fk_referral_category_referral,referral,referral,referral_id,NULL,NULL
referral_category,2,framework_category_id,integer,NO,NULL,pk_referral_category,YES,fk_referral_category_framework_category,framework,framework_category,framework_category_id,NULL,NULL
referral_category,3,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
referral_person,1,person_id,uuid,NO,NULL,pk_person_id,YES,,,,,NULL,NULL
